,id,main,description,icon,base,visibility,dt,timezone,name,cod,coord_lon,coord_lat,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,wind_speed,wind_deg,wind_gust,clouds_all,sys_country,sys_sunrise,sys_sunset,sys_type,sys_id,date_time
109,804,Clouds,overcast clouds,04d,stations,10000,1724752004,19800,Chanda,200,79.2952,19.9508,30.37,35.7,30.37,30.37,1004,69,1004,981,3.44,260,5.52,99,IN,1724718377,1724763768,0,0,2024-08-27 09:46:44
110,804,Clouds,overcast clouds,04d,stations,3254,1724752005,19800,Kalyan,200,73.1355,19.2437,26.95,29.54,26.91,26.95,1004,79,1004,998,8.14,219,12.24,100,IN,1724719890,1724765211,1,9052,2024-08-27 09:46:45
111,804,Clouds,overcast clouds,04d,stations,10000,1724752005,19800,Raver,200,76.1174,21.2737,30.04,34.42,30.04,30.04,1003,67,1003,969,4.89,238,7.44,95,IN,1724719074,1724764596,0,0,2024-08-27 09:46:45
112,804,Clouds,overcast clouds,04d,stations,10000,1724752005,19800,Kolhapur,200,74.2317,16.6956,25.2,25.84,25.2,25.2,1007,79,1007,939,9.1,245,13.67,90,IN,1724719750,1724764826,0,0,2024-08-27 09:46:45
113,803,Clouds,broken clouds,04d,stations,10000,1724752005,19800,Latur,200,76.5843,18.3995,28.21,29.89,28.21,28.21,1005,61,1005,936,8.27,244,11.24,76,IN,1724719103,1724764343,0,0,2024-08-27 09:46:45
114,804,Clouds,overcast clouds,04d,stations,10000,1724752005,19800,Malegaon,200,74.5154,20.57,28.31,30.43,28.31,28.31,1003,64,1003,951,10.48,230,12.76,100,IN,1724719494,1724764945,0,0,2024-08-27 09:46:45
115,300,Drizzle,light intensity drizzle,09d,stations,2500,1724752005,19800,Chinchpokli,200,72.8364,18.9878,26.99,30.0,26.94,26.99,1004,83,1004,1003,6.17,210,11.32,75,IN,1724719975,1724765270,1,9052,2024-08-27 09:46:45
116,804,Clouds,overcast clouds,04d,stations,10000,1724752005,19800,Mudkhed,200,77.315,19.1602,30.27,33.57,30.27,30.27,1004,61,1004,962,6.26,253,8.64,85,IN,1724718891,1724764204,0,0,2024-08-27 09:46:45
117,804,Clouds,overcast clouds,04d,stations,10000,1724752005,19800,Nashik,200,73.7769,20.0,23.97,24.69,23.97,23.97,1005,87,1005,932,9.69,227,14.31,99,IN,1724719699,1724765094,0,0,2024-08-27 09:46:45
118,804,Clouds,overcast clouds,04d,stations,10000,1724751543,19800,Parbhani,200,76.7707,19.2694,28.58,31.2,28.58,28.58,1004,66,1004,958,5.02,244,8.84,100,IN,1724719016,1724764340,0,0,2024-08-27 09:39:03
119,804,Clouds,overcast clouds,04d,stations,10000,1724752005,19800,Pune,200,73.8499,18.5133,24.67,25.57,24.67,24.67,1005,91,1005,933,8.08,236,12.04,100,IN,1724719754,1724765004,2,2091523,2024-08-27 09:46:45
120,803,Clouds,broken clouds,04d,stations,10000,1724752006,19800,Sangli,200,74.5692,16.8568,26.72,28.32,26.72,26.72,1007,69,1007,943,10.4,246,13.49,76,IN,1724719661,1724764752,0,0,2024-08-27 09:46:46
121,803,Clouds,broken clouds,04d,stations,6000,1724752006,19800,Imphal,200,93.9442,24.8081,30.96,35.27,30.96,30.96,1004,62,1004,907,2.06,190,0.0,75,IN,1724714611,1724760504,1,9119,2024-08-27 09:46:46
122,701,Mist,mist,50d,stations,4000,1724752006,19800,Shillong,200,91.8968,25.574,24.0,24.49,24.0,24.0,1007,78,1007,853,1.54,340,0.0,75,IN,1724715062,1724761036,1,9111,2024-08-27 09:46:46
123,721,Haze,haze,50d,stations,5000,1724752006,19800,Aizawl,200,92.7146,23.7367,26.87,28.95,26.87,26.87,1006,74,1006,942,1.54,340,0.0,75,IN,1724714963,1724760742,1,9122,2024-08-27 09:46:46
124,803,Clouds,broken clouds,04d,stations,6273,1724752006,19800,Kohima,200,94.111,25.6747,24.47,25.35,24.47,24.47,1006,91,1006,860,1.6,309,2.11,70,IN,1724714525,1724760510,1,9125,2024-08-27 09:46:46
125,804,Clouds,overcast clouds,04d,stations,2000,1724752006,19800,Bhubaneswar,200,85.8339,20.2724,24.91,25.91,24.91,24.91,1002,94,1002,998,1.54,180,0.0,100,IN,1724716792,1724762216,1,9113,2024-08-27 09:46:46
126,804,Clouds,overcast clouds,04d,stations,10000,1724752006,19800,Brahmapur,200,84.7929,19.3115,31.26,36.5,31.26,31.26,1003,64,1003,996,4.14,164,4.83,100,IN,1724717089,1724762418,0,0,2024-08-27 09:46:46
127,804,Clouds,overcast clouds,04d,stations,10000,1724752006,19800,Cuttack,200,85.7881,20.5229,25.03,25.0,25.03,25.03,1002,54,1002,995,2.28,215,2.89,100,IN,1724716790,1724762239,1,9113,2024-08-27 09:46:46
128,804,Clouds,overcast clouds,04d,stations,10000,1724752006,19800,Puri,200,85.8249,19.7983,25.19,25.57,25.19,25.19,1003,69,1003,1002,5.52,188,4.86,100,IN,1724716817,1724762194,1,9113,2024-08-27 09:46:46
129,500,Rain,light rain,10d,stations,10000,1724752007,19800,Banposh,200,84.8641,22.225,27.72,31.83,27.72,27.72,1003,83,1003,975,2.63,216,5.04,100,IN,1724716926,1724762547,0,0,2024-08-27 09:46:47
130,804,Clouds,overcast clouds,04d,stations,6907,1724752007,19800,Sambalpur,200,83.9905,21.4781,31.44,38.44,31.44,31.44,1002,80,1002,982,3.65,222,5.6,100,IN,1724717174,1724762718,1,9120,2024-08-27 09:46:47
131,501,Rain,moderate rain,10d,stations,7000,1724752007,19800,Brajarajnagar,200,83.92,21.82,31.16,38.16,31.16,31.16,1002,79,1002,976,4.12,290,0.0,100,IN,1724717173,1724762752,1,9120,2024-08-27 09:46:47
132,804,Clouds,overcast clouds,04d,stations,9611,1724752007,19800,Talcher,200,85.23,20.95,30.85,36.62,30.85,30.85,1002,68,1002,989,2.08,223,2.87,100,IN,1724716903,1724762394,0,0,2024-08-27 09:46:47
133,803,Clouds,broken clouds,04d,stations,6000,1724752007,19800,Puducherry,200,79.8298,11.9338,33.21,40.21,33.21,33.21,1005,62,1005,1004,2.57,220,0.0,75,IN,1724718625,1724763263,1,9224,2024-08-27 09:46:47
134,804,Clouds,overcast clouds,04d,stations,10000,1724752007,19800,Abohar,200,74.1955,30.1445,33.33,37.58,33.33,33.33,1002,52,1002,981,5.23,120,7.96,89,IN,1724719053,1724765540,0,0,2024-08-27 09:46:47
135,803,Clouds,broken clouds,04d,stations,6000,1724751711,19800,Amritsar,200,74.8838,31.6216,31.94,38.94,31.94,32.87,1004,84,1004,978,4.63,10,0.0,75,IN,1724718798,1724765464,1,9157,2024-08-27 09:41:51
136,803,Clouds,broken clouds,04d,stations,10000,1724752007,19800,Hoshiarpur,200,75.9864,31.4632,32.34,36.95,32.34,32.34,1004,57,1004,967,3.58,345,2.42,57,IN,1724718543,1724765190,0,0,2024-08-27 09:46:47
137,803,Clouds,broken clouds,04d,stations,10000,1724752007,19800,Ludhiana,200,75.8538,30.912,32.25,39.25,32.25,32.25,1003,83,1003,975,4.49,114,5.0,52,IN,1724718609,1724765188,2,2036316,2024-08-27 09:46:47
138,804,Clouds,overcast clouds,04d,stations,10000,1724752007,19800,Pathankot,200,75.6529,32.2748,29.72,33.92,29.72,29.72,1004,68,1004,967,2.01,253,2.38,99,IN,1724718573,1724765320,0,0,2024-08-27 09:46:47
139,801,Clouds,few clouds,02d,stations,10000,1724752008,19800,Patiala,200,76.3922,30.3362,33.89,38.49,33.89,33.89,1003,51,1003,974,5.81,117,7.2,21,IN,1724718514,1724765024,0,0,2024-08-27 09:46:48
140,804,Clouds,overcast clouds,04d,stations,10000,1724751600,19800,Ajmer,200,74.6399,26.4499,29.18,32.01,29.18,29.18,1001,64,1001,947,5.53,150,6.35,90,IN,1724719157,1724765222,0,0,2024-08-27 09:40:00
141,804,Clouds,overcast clouds,04d,stations,9232,1724752008,19800,Alwar,200,76.6102,27.5663,26.12,26.12,26.12,26.12,1002,90,1002,964,2.72,125,7.45,100,IN,1724718622,1724764812,0,0,2024-08-27 09:46:48
142,804,Clouds,overcast clouds,04d,stations,10000,1724751931,19800,Bharatpur,200,77.4895,27.217,31.14,36.49,31.14,31.14,1001,65,1001,981,4.25,104,6.65,93,IN,1724718430,1724764582,0,0,2024-08-27 09:45:31
143,804,Clouds,overcast clouds,04d,stations,10000,1724752008,19800,Bhilwara,200,74.6408,25.3471,28.76,31.87,28.76,28.76,1001,68,1001,953,7.13,183,8.24,100,IN,1724719217,1724765162,0,0,2024-08-27 09:46:48
144,804,Clouds,overcast clouds,04d,stations,10000,1724752008,19800,Bikaner,200,73.315,28.0176,30.8,33.96,30.8,30.8,1000,58,1000,975,5.1,101,5.89,99,IN,1724719387,1724765628,0,0,2024-08-27 09:46:48
145,701,Mist,mist,50d,stations,4000,1724752008,19800,Rambagh,200,75.7879,26.9133,29.68,36.44,29.68,29.68,1001,79,1001,955,4.12,140,0.0,75,IN,1724718856,1724764973,1,9170,2024-08-27 09:46:48
146,804,Clouds,overcast clouds,04d,stations,10000,1724752008,19800,Ratanada,200,73.0059,26.2684,30.15,32.92,30.15,30.15,999,59,999,973,8.98,148,10.51,100,IN,1724719559,1724765604,0,0,2024-08-27 09:46:48
147,803,Clouds,broken clouds,04d,stations,10000,1724752008,19800,Kota,200,75.8391,25.1825,30.4,35.26,30.4,30.4,1001,67,1001,968,5.1,177,6.37,69,IN,1724718938,1724764866,0,0,2024-08-27 09:46:48
148,501,Rain,moderate rain,10d,stations,10000,1724752008,19800,Pali,200,73.3206,25.7751,29.59,32.63,29.59,29.59,999,63,999,974,7.55,158,10.39,100,IN,1724719510,1724765502,0,0,2024-08-27 09:46:48
149,701,Mist,mist,50d,stations,4000,1724752008,19800,Rambagh,200,75.7893,26.8847,29.77,36.7,29.77,29.77,1001,79,1001,956,4.12,140,0.0,75,IN,1724718857,1724764971,1,9170,2024-08-27 09:46:48
150,804,Clouds,overcast clouds,04d,stations,10000,1724752009,19800,Sikar,200,75.1387,27.6148,30.62,34.29,30.62,30.62,1001,61,1001,951,4.93,142,5.66,94,IN,1724718972,1724765168,0,0,2024-08-27 09:46:49
151,803,Clouds,broken clouds,04d,stations,10000,1724752009,19800,Tonk,200,75.7861,26.1687,31.36,35.1,31.36,31.36,1000,58,1000,968,5.24,148,5.39,72,IN,1724718897,1724764932,0,0,2024-08-27 09:46:49
152,804,Clouds,overcast clouds,04d,stations,10000,1724752009,19800,Udaipur,200,73.6905,24.5795,23.53,24.24,23.53,23.53,1001,88,1001,928,6.08,161,11.27,100,IN,1724719486,1724765349,1,9072,2024-08-27 09:46:49
153,804,Clouds,overcast clouds,04d,stations,10000,1724752009,19800,Gangtok,200,88.6122,27.3257,24.75,25.55,24.75,24.75,1009,87,1009,815,1.37,230,0.87,97,IN,1724715754,1724761920,0,0,2024-08-27 09:46:49
154,501,Rain,moderate rain,10d,stations,6000,1724752009,19800,Chetput,200,80.2484,13.0846,33.97,40.97,33.9,34.03,1006,62,1006,1005,4.63,260,0.0,75,IN,1724718473,1724763215,1,9218,2024-08-27 09:46:49
155,802,Clouds,scattered clouds,03d,stations,6000,1724752009,19800,Coimbatore,200,76.9661,11.0055,30.85,33.39,30.85,30.85,1008,55,1008,956,5.14,250,10.29,40,IN,1724719354,1724763909,1,9206,2024-08-27 09:46:49
156,804,Clouds,overcast clouds,04d,stations,10000,1724752009,19800,Cuddalore,200,79.7644,11.7463,33.24,40.24,33.24,33.24,1006,62,1006,1004,3.43,115,3.64,98,IN,1724718649,1724763271,1,9224,2024-08-27 09:46:49
157,804,Clouds,overcast clouds,04d,stations,10000,1724752009,19800,Dindigul,200,77.9758,10.3629,32.46,34.24,32.46,32.46,1007,46,1007,963,1.7,220,1.56,99,IN,1724719140,1724763638,0,0,2024-08-27 09:46:49
158,804,Clouds,overcast clouds,04d,stations,10000,1724752009,19800,Karur,200,78.0768,10.9603,33.77,35.29,33.77,33.77,1006,41,1006,989,9.04,267,9.58,96,IN,1724719090,1724763640,0,0,2024-08-27 09:46:49
159,500,Rain,light rain,10d,stations,10000,1724752010,19800,Kanchipuram,200,79.7195,12.8696,33.55,36.52,33.49,33.58,1005,47,1005,996,3.15,208,5.63,99,IN,1724718609,1724763332,2,2095141,2024-08-27 09:46:50
160,804,Clouds,overcast clouds,04d,stations,10000,1724752010,19800,Kumbakonam,200,79.3775,10.9598,35.02,36.12,35.02,35.22,1005,36,1005,1002,6.01,262,7.28,100,IN,1724718777,1724763328,2,2093539,2024-08-27 09:46:50
161,804,Clouds,overcast clouds,04d,stations,10000,1724752010,19800,Madurai,200,78.1196,9.9173,34.98,36.32,34.98,34.98,1006,37,1006,990,5.44,284,4.71,100,IN,1724719126,1724763584,0,0,2024-08-27 09:46:50
162,804,Clouds,overcast clouds,04d,stations,10000,1724752010,19800,Nagercoil,200,77.4344,8.1773,31.9,38.9,31.9,31.9,1009,72,1009,1003,8.24,266,10.38,90,IN,1724719367,1724763672,2,2095527,2024-08-27 09:46:50
163,804,Clouds,overcast clouds,04d,stations,10000,1724752010,19800,Rajapalaiyam,200,77.5561,9.4511,34.1,34.86,34.1,34.1,1007,37,1007,972,4.01,266,5.29,100,IN,1724719281,1724763698,0,0,2024-08-27 09:46:50
164,803,Clouds,broken clouds,04d,stations,7000,1724752010,19800,Salem,200,78.1587,11.6512,31.15,38.0,31.15,31.15,1007,70,1007,956,2.06,10,0.0,75,IN,1724719039,1724763651,1,9223,2024-08-27 09:46:50
165,804,Clouds,overcast clouds,04d,stations,10000,1724751495,19800,Thanjavur,200,79.1378,10.787,35.25,42.25,34.5,36.18,1006,54,1006,999,7.75,274,9.16,100,IN,1724718843,1724763378,2,2093539,2024-08-27 09:38:15
166,802,Clouds,scattered clouds,03d,stations,6000,1724752010,19800,Trichy,200,78.6965,10.8155,36.03,42.77,34.9,36.03,1006,49,1006,997,5.14,270,0.0,40,IN,1724718947,1724763485,1,9227,2024-08-27 09:46:50
167,804,Clouds,overcast clouds,04d,stations,10000,1724752010,19800,Tirunelveli,200,77.6845,8.7252,36.9,40.61,36.9,36.9,1007,39,1007,1000,6.04,289,6.69,100,IN,1724719283,1724763636,1,9252,2024-08-27 09:46:50
168,804,Clouds,overcast clouds,04d,stations,10000,1724752010,19800,Tiruvannamalai,200,79.073,12.2302,33.08,35.09,33.08,33.08,1006,45,1006,985,5.52,253,8.25,100,IN,1724718794,1724763458,0,0,2024-08-27 09:46:50
169,802,Clouds,scattered clouds,03d,stations,6000,1724752011,19800,Korampallam,200,78.1519,8.805,37.16,41.97,37.16,37.16,1006,41,1006,1005,6.17,290,0.0,40,IN,1724719167,1724763527,1,9252,2024-08-27 09:46:51
170,804,Clouds,overcast clouds,04d,stations,10000,1724752011,19800,Valparai,200,76.9553,10.3252,24.03,24.24,24.03,24.03,1011,67,1011,893,2.83,240,4.26,85,IN,1724719387,1724763881,0,0,2024-08-27 09:46:51
171,500,Rain,light rain,10d,stations,10000,1724752011,19800,Vellore,200,79.1371,12.9058,31.66,33.75,31.66,31.66,1006,50,1006,971,4.45,273,8.63,95,IN,1724718748,1724763473,0,0,2024-08-27 09:46:51
172,803,Clouds,broken clouds,04d,stations,10000,1724752011,19800,Kinwat,200,78.31,19.4,28.66,31.83,28.66,28.66,1005,69,1005,954,5.65,247,6.94,74,IN,1724718641,1724763977,0,0,2024-08-27 09:46:51
173,802,Clouds,scattered clouds,03d,stations,6000,1724752011,19800,Hyderabad,200,78.4564,17.3841,29.16,31.47,29.16,29.66,1006,61,1006,943,6.69,270,11.83,40,IN,1724718703,1724763845,1,9214,2024-08-27 09:46:51
174,804,Clouds,overcast clouds,04d,stations,10000,1724752011,19800,Karimnagar,200,79.1322,18.4367,30.36,34.67,30.36,30.36,1005,65,1005,970,5.66,270,8.1,90,IN,1724718490,1724763733,0,0,2024-08-27 09:46:51
175,804,Clouds,overcast clouds,04d,stations,10000,1724752011,19800,Khammam,200,80.1437,17.2477,30.75,35.57,30.75,30.75,1005,65,1005,990,3.92,285,5.93,100,IN,1724718304,1724763434,0,0,2024-08-27 09:46:51
176,803,Clouds,broken clouds,04d,stations,10000,1724752011,19800,Mahbubnagar,200,78.0,16.75,28.42,30.91,28.42,28.42,1006,66,1006,950,6.33,264,9.12,70,IN,1724718843,1724763924,0,0,2024-08-27 09:46:51
177,804,Clouds,overcast clouds,04d,stations,10000,1724752011,19800,Nalgonda,200,79.27,17.05,30.94,34.48,30.94,30.94,1005,59,1005,979,5.85,260,8.6,98,IN,1724718523,1724763634,0,0,2024-08-27 09:46:51
178,803,Clouds,broken clouds,04d,stations,10000,1724752011,19800,Nizamabad,200,78.1001,18.6732,28.64,32.82,28.64,28.64,1005,75,1005,959,5.14,253,8.55,82,IN,1724718726,1724763992,0,0,2024-08-27 09:46:51
179,804,Clouds,overcast clouds,04d,stations,10000,1724752012,19800,Karimnagar,200,79.28,18.45,30.63,35.29,30.63,30.63,1005,65,1005,975,5.25,273,7.49,95,IN,1724718454,1724763698,0,0,2024-08-27 09:46:52
180,804,Clouds,overcast clouds,04d,stations,5864,1724752012,19800,Warangal,200,79.6002,17.9784,29.71,34.12,29.71,29.71,1005,69,1005,973,3.69,282,6.53,96,IN,1724718400,1724763599,0,0,2024-08-27 09:46:52
181,721,Haze,haze,50d,stations,5000,1724752012,19800,Agartala,200,91.2794,23.836,33.01,40.01,33.01,33.01,1004,66,1004,1001,3.09,210,0.0,40,IN,1724715303,1724761091,1,9107,2024-08-27 09:46:52
182,804,Clouds,overcast clouds,04d,stations,10000,1724752012,19800,Belanganj,200,78.0039,27.1879,30.84,36.32,30.84,30.84,1001,67,1001,982,3.26,125,6.64,100,IN,1724718308,1724764457,0,0,2024-08-27 09:46:52
183,500,Rain,light rain,10d,stations,10000,1724752012,19800,Aligarh,200,78.0746,27.8815,33.59,38.49,33.59,33.59,1001,53,1001,980,6.16,108,8.7,91,IN,1724718252,1724764479,0,0,2024-08-27 09:46:52
184,804,Clouds,overcast clouds,04d,stations,10000,1724752012,19800,George Town,200,81.8432,25.4448,30.02,35.33,30.02,30.02,1000,71,1000,990,3.22,49,3.21,100,IN,1724717482,1724763440,0,0,2024-08-27 09:46:52
185,803,Clouds,broken clouds,04d,stations,3440,1724752012,19800,Fatehpur,200,80.7921,25.8943,32.07,37.55,32.07,32.07,1001,61,1001,988,5.1,69,5.7,68,IN,1724717710,1724763717,0,0,2024-08-27 09:46:52
186,803,Clouds,broken clouds,04d,stations,10000,1724752012,19800,Rampur,200,79.0403,28.8045,32.3,39.11,32.3,32.3,1003,64,1003,981,5.26,119,7.37,84,IN,1724717968,1724764300,1,9179,2024-08-27 09:46:52
187,804,Clouds,overcast clouds,04d,stations,10000,1724752012,19800,Bareilly,200,79.4219,28.347,32.6,38.18,32.6,32.6,1002,59,1002,983,6.07,116,7.96,96,IN,1724717902,1724764182,0,0,2024-08-27 09:46:52
188,804,Clouds,overcast clouds,04d,stations,10000,1724752013,19800,Bahraich,200,81.6947,27.5982,31.4,36.84,31.4,31.4,1002,64,1002,988,6.34,114,8.65,98,IN,1724717399,1724763594,0,0,2024-08-27 09:46:53
189,804,Clouds,overcast clouds,04d,stations,10000,1724752013,19800,Budaun,200,79.1267,28.0381,32.97,38.07,32.97,32.97,1002,56,1002,983,6.4,104,8.97,94,IN,1724717991,1724764235,0,0,2024-08-27 09:46:53
190,803,Clouds,broken clouds,04d,stations,10000,1724752013,19800,Bulandshahr,200,77.8577,28.4039,33.48,38.93,33.48,33.48,1002,55,1002,978,6.25,115,9.35,51,IN,1724718275,1724764560,0,0,2024-08-27 09:46:53
191,804,Clouds,overcast clouds,04d,stations,10000,1724752013,19800,Firozabad,200,78.3978,27.1509,33.05,37.93,33.05,33.05,1001,55,1001,983,5.53,112,6.8,92,IN,1724718216,1724764360,0,0,2024-08-27 09:46:53
192,804,Clouds,overcast clouds,04d,stations,10000,1724752013,19800,Faizabad,200,82.1502,26.7755,30.45,36.43,30.45,30.45,1002,71,1002,990,5.27,109,8.98,100,IN,1724717336,1724763439,0,0,2024-08-27 09:46:53
193,803,Clouds,broken clouds,04d,stations,10000,1724752013,19800,Ghaziabad,200,77.4391,28.6654,31.08,32.95,31.08,31.08,1002,51,1002,977,5.85,114,8.83,70,IN,1724718360,1724764676,1,9165,2024-08-27 09:46:53
194,500,Rain,light rain,10d,stations,10000,1724752013,19800,Gorakhpur,200,83.3806,26.7354,32.12,37.05,32.12,32.12,1002,59,1002,993,5.83,117,8.32,100,IN,1724717043,1724763142,0,0,2024-08-27 09:46:53
195,803,Clouds,broken clouds,04d,stations,10000,1724752013,19800,Hapur,200,77.7807,28.7298,32.48,38.55,32.48,32.48,1002,61,1002,978,5.58,109,7.96,70,IN,1724718274,1724764597,0,0,2024-08-27 09:46:53
196,804,Clouds,overcast clouds,04d,stations,10000,1724752013,19800,Hathras,200,78.0138,27.5927,32.27,37.71,32.27,32.27,1001,60,1001,981,3.63,126,6.34,97,IN,1724718283,1724764477,0,0,2024-08-27 09:46:53
197,804,Clouds,overcast clouds,04d,stations,10000,1724751703,19800,Jhansi,200,78.5752,25.4604,30.96,35.79,30.96,30.96,1001,64,1001,973,3.03,229,3.67,88,IN,1724718266,1724764225,0,0,2024-08-27 09:41:43
198,721,Haze,haze,50d,stations,5000,1724752014,19800,Lucknow,200,80.9231,26.8393,31.99,38.97,31.99,31.99,1002,66,1002,988,4.63,110,0.0,75,IN,1724717627,1724763737,1,9176,2024-08-27 09:46:54
199,804,Clouds,overcast clouds,04d,stations,10000,1724752014,19800,Mathura,200,77.6721,27.5035,29.22,34.24,29.22,29.22,1001,75,1001,981,1.31,153,4.65,100,IN,1724718370,1724764554,0,0,2024-08-27 09:46:54
200,803,Clouds,broken clouds,04d,stations,10000,1724752014,19800,Meerut,200,77.7064,28.98,31.57,36.95,31.57,31.57,1002,63,1002,977,5.06,102,7.52,82,IN,1724718278,1724764630,0,0,2024-08-27 09:46:54
201,500,Rain,light rain,10d,stations,3013,1724752014,19800,Mirzapur,200,82.5653,25.1449,26.95,28.93,26.95,26.95,1001,72,1001,988,4.17,95,4.13,100,IN,1724717325,1724763251,1,9138,2024-08-27 09:46:54
202,804,Clouds,overcast clouds,04d,stations,10000,1724752014,19800,Moradabad,200,78.7768,28.8389,31.91,37.78,31.91,31.91,1003,63,1003,980,5.28,117,7.62,86,IN,1724718029,1724764365,0,0,2024-08-27 09:46:54
203,802,Clouds,scattered clouds,03d,stations,10000,1724752014,19800,Muzaffarnagar,200,77.7033,29.4709,31.62,38.32,31.62,31.62,1003,67,1003,975,4.61,136,6.59,29,IN,1724718250,1724764659,0,0,2024-08-27 09:46:54
204,804,Clouds,overcast clouds,04d,stations,10000,1724752014,19800,Pilibhit,200,79.8044,28.6312,31.27,38.02,31.27,31.27,1003,69,1003,980,4.45,112,6.77,97,IN,1724717794,1724764106,0,0,2024-08-27 09:46:54
205,800,Clear,clear sky,01d,stations,10000,1724751554,19800,Saharanpur,200,77.551,29.9671,32.51,37.97,32.51,32.51,1003,59,1003,972,4.82,127,6.36,5,IN,1724718258,1724764725,0,0,2024-08-27 09:39:14
206,804,Clouds,overcast clouds,04d,stations,10000,1724752014,19800,Khairabad,200,80.7509,27.5988,32.16,37.77,32.16,32.16,1002,61,1002,986,6.19,108,8.45,85,IN,1724717626,1724763821,0,0,2024-08-27 09:46:54
207,803,Clouds,broken clouds,04d,stations,10000,1724752015,19800,Shahjahanpur,200,79.8793,27.8741,32.59,38.16,32.59,32.59,1002,59,1002,985,5.95,111,8.76,84,IN,1724717819,1724764045,0,0,2024-08-27 09:46:55
208,501,Rain,moderate rain,10d,stations,10000,1724752015,19800,Etawah,200,79.0149,26.7582,33.11,38.06,33.11,33.11,1001,55,1001,985,5.14,103,6.45,95,IN,1724718089,1724764190,0,0,2024-08-27 09:46:55
209,804,Clouds,overcast clouds,04d,stations,10000,1724752015,19800,Varanasi,200,83.0058,25.3177,27.01,29.67,27.01,27.01,1001,79,1001,993,6.11,97,8.31,100,IN,1724717210,1724763154,1,9138,2024-08-27 09:46:55
210,802,Clouds,scattered clouds,03d,stations,10000,1724752015,19800,Dehra Dun,200,78.0339,30.3244,29.27,35.5,29.27,29.27,1005,80,1005,912,1.07,205,1.34,43,IN,1724718120,1724764630,1,9162,2024-08-27 09:46:55
211,803,Clouds,broken clouds,04d,stations,10000,1724752015,19800,Koch Bihar,200,89.5229,26.4835,33.03,38.89,33.03,33.03,1003,58,1003,997,2.14,226,1.61,72,IN,1724715582,1724761655,0,0,2024-08-27 09:46:55
212,804,Clouds,overcast clouds,04d,stations,10000,1724751910,19800,Jaykaynagar,200,86.9833,23.6833,25.82,26.15,25.82,25.82,1002,65,1002,988,3.65,192,4.35,100,IN,1724716342,1724762114,1,9144,2024-08-27 09:45:10
213,803,Clouds,broken clouds,04d,stations,10000,1724752015,19800,Barddhaman,200,87.8569,23.2557,31.63,37.71,31.63,31.63,1002,65,1002,998,2.2,183,2.65,60,IN,1724716154,1724761882,0,0,2024-08-27 09:46:55
214,804,Clouds,overcast clouds,04d,stations,10000,1724752015,19800,Bhatpara,200,88.4011,22.8664,29.43,33.28,28.94,29.43,1002,68,1002,1001,4.1,161,3.86,93,IN,1724716044,1724761731,2,2032109,2024-08-27 09:46:55
215,804,Clouds,overcast clouds,04d,stations,10000,1724752015,19800,Haldia,200,88.0583,22.0253,28.44,33.78,28.44,28.44,1003,83,1003,1002,3.67,161,4.77,92,IN,1724716169,1724761770,0,0,2024-08-27 09:46:55
216,721,Haze,haze,50d,stations,3500,1724752015,19800,Howrah,200,88.3186,22.5769,28.97,35.97,28.97,29.46,1002,89,1002,1002,2.06,90,0.0,75,IN,1724716079,1724761736,1,9114,2024-08-27 09:46:55
217,721,Haze,haze,50d,stations,3500,1724751723,19800,Kolkata,200,88.363,22.5626,28.97,35.97,28.97,29.45,1003,89,1003,1002,2.06,90,0.0,75,IN,1724716069,1724761725,1,9114,2024-08-27 09:42:03
218,803,Clouds,broken clouds,04d,stations,10000,1724752016,19800,Krishnanagar,200,88.4907,23.4058,32.16,38.75,32.16,32.16,1002,64,1002,1001,2.56,167,3.06,63,IN,1724715994,1724761738,0,0,2024-08-27 09:46:56
219,803,Clouds,broken clouds,04d,stations,10000,1724752016,19800,Siliguri,200,88.4285,26.71,32.53,38.68,32.53,32.53,1003,61,1003,981,2.26,80,2.93,52,IN,1724715832,1724761930,0,0,2024-08-27 09:46:56
